story_date,year,month,day,Time,headline,topic label,first_time_appear_eventbased,official view,Response,Renmin Daily,Renmin Daily Content,Notes
12/9/2019,2019,12,9,E,小米正式进入日本,Social affairs - economics,1,,,,,
12/10/2019,2019,12,10,M,两千只考拉或被山火烧死,International news (non-China),0,,,,,
12/10/2019,2019,12,10,M,月入不足万元基本无需缴纳个税,Social affairs - economics,1,,,,,
12/10/2019,2019,12,10,M,新西兰火山喷发有中国公民受伤失踪,Diaspora,1,,,,,
12/10/2019,2019,12,10,M,北京外卖不得主动提供一次性筷子,Social affairs - local policy ,1,,,,,
12/10/2019,2019,12,10,M,中国每100户家庭有33辆汽车,Social affairs - trends,1,,,,,
12/10/2019,2019,12,10,M,深圳女子被男友从家打到楼道,Social scandal,1,,,,,
12/10/2019,2019,12,10,M,上财副教授被开除,Social scandal,0,,1,,,
12/10/2019,2019,12,10,M,俄总理批兴奋剂问题是反俄闹剧,International affairs (non-China),1,,,,,
12/10/2019,2019,12,10,M,俄运动员只能以中立身份参赛,International affairs (non-China),1,,,,,
12/10/2019,2019,12,10,M,老师地震逆行冲回教室,Role model,1,,,,,
12/10/2019,2019,12,10,M,后天起春运车票开售,Social affairs,1,,,,,
12/10/2019,2019,12,10,M,普京回应俄罗斯被禁赛,International affairs (non-China),1,,,,,
12/10/2019,2019,12,10,E,袁隆平路边小店理发16年,Role model,1,,,,,
12/10/2019,2019,12,10,E,林郑月娥周六将赴京述职,Hong Kong,1,,,,,
12/10/2019,2019,12,10,E,上财女生将追究副教授刑事责任,Social scandal,0,,1,,,
12/10/2019,2019,12,10,E,香港多所大学暂定明年1月开课,Hong Kong,1,,,,,
12/10/2019,2019,12,10,E,朋友圈屏蔽同事罚款100元,Bizzare,1,,,,,
12/10/2019,2019,12,10,E,中国银行承德分行因避限额被罚,Social affairs - local policy ,1,,,,,
12/10/2019,2019,12,10,E,新西兰火山喷发两中国人受伤,Diaspora,0,,,,,
12/10/2019,2019,12,10,E,江苏省张家港市取消限售,Social affairs - local policy ,1,,,,,
12/10/2019,2019,12,10,E,央视评李子柒为何火遍全球,Role model,1,1,,,,
12/10/2019,2019,12,10,E,深圳警方通报女子被男友殴打,Crime & court,0,,,1,2,12/15: 今日说法：宇芽回忆家暴过程
12/11/2019,2019,12,11,M,孙杨案将推迟宣判,Social affairs - celebrity,0,,,,,
12/11/2019,2019,12,11,M,小腿中箭港警感谢内地民众支援,Hong Kong,1,,,,,
12/11/2019,2019,12,11,M,美国曝光阿富汗战争机密文件,International news (non-China),1,,,,,
12/11/2019,2019,12,11,M,驻澳门部队官兵准时升起五星红旗,Patriotic acts/festivals,1,,,,,
12/11/2019,2019,12,11,M,网红书店规定打卡必买一本书,Bizzare,1,,,,,
12/11/2019,2019,12,11,M,韩国人整体花的比挣的多,International news (non-China),1,,,,,
12/11/2019,2019,12,11,M,美国新泽西枪击事件致6死,International news (non-China),1,,,,,
12/11/2019,2019,12,11,M,朋友圈屏蔽同事罚款100元,Bizzare,0,,,,,
12/11/2019,2019,12,11,M,初学格斗被安排与冠军对打心脏骤停,Social scandal,1,,,,,
12/11/2019,2019,12,11,M,河南巩义三轮摩托车坠崖事故,Social affairs,1,,,,,
12/11/2019,2019,12,11,E,举报女生回应北大教授被解聘,Social scandal,1,,1,,,
12/11/2019,2019,12,11,E,殴打女友男子为宝安分局民警,Social scandal,0,,1,,,
12/11/2019,2019,12,11,E,一线城市快递员待遇超三四线公务员,Social affairs - trends,1,,,,,
12/11/2019,2019,12,11,E,国台办回应台湾居民可在内地参加社保,Social affairs,1,,1,,,
12/11/2019,2019,12,11,E,北大解聘与多人发生不正当关系教授,Social scandal,0,,1,,,
12/11/2019,2019,12,11,E,比利时9岁神童将直接读博,Bizzare,1,,,,,
12/11/2019,2019,12,11,E,明年个税专项附加扣除重要提醒,Social affairs - local policy ,1,,,,,
12/11/2019,2019,12,11,E,教育部发文规范普通高校特殊类型招生,Social affairs - local policy ,1,,,,,
12/11/2019,2019,12,11,E,美公司给198名员工发七千万元奖金,International news (non-China),1,,,,,
12/11/2019,2019,12,11,E,海南警方悬赏50万抓涉黑女头目,Crime & court,1,,,,,
12/11/2019,2019,12,11,E,央视动画状告京东和大头儿子公司,Social affairs,1,,,,,
12/11/2019,2019,12,11,E,汇丰帮美国富人逃税被罚1.92亿美元,International news (non-China),1,,,,,
12/11/2019,2019,12,11,E,沙特阿美成市值最高上市公司,International news (non-China),1,,,,,
12/11/2019,2019,12,11,E,德国将采用华为设备建设5G网络,International news (non-China),1,,,,,
,2019,12,12,M,老师家访途中遇车祸2死2伤,Social affairs,1,,,1,1,
12/12/2019,2019,12,12,M,汇源果汁或将退市,Social affairs - economics,1,,,,,
12/12/2019,2019,12,12,M,匈牙利辱华运动员发道歉信,International affairs (China related),1,,,,,
12/12/2019,2019,12,12,M,中学禁止网购发现就没收,Social affairs,1,,,,,
12/12/2019,2019,12,12,M,明年个税专项附加扣除重要提醒,Social affairs - local policy ,1,,,,,
12/12/2019,2019,12,12,M,人民日报评代拍乱象,Social affairs,1,1,,,,
12/12/2019,2019,12,12,M,2020春运部分车票开售日已售罄,Social affairs,1,,,,,
12/12/2019,2019,12,12,M,商务部2019精彩回应,Social affairs,1,1,,,,
12/12/2019,2019,12,12,M,哈尔滨警方冬季实战演练,Crime & court,1,,,,,
12/12/2019,2019,12,12,E,外交部称想黑中国也请用点脑子,International affairs (China related),1,1,,,,
12/12/2019,2019,12,12,E,高校奖励电梯救人同学59800元,Role model,1,,,,,
12/12/2019,2019,12,12,E,澳门市民眼中最可爱的人,Patriotic acts/festivals,1,,,,,
12/12/2019,2019,12,12,E,携号转网被要求交1.8万违约金,Social scandal,1,,,,,
12/12/2019,2019,12,12,E,英国地下农场绑3000童奴,International news (non-China),1,,,,,
12/12/2019,2019,12,12,E,乌克兰议会打架名场面,International news (non-China),1,,,,,
12/12/2019,2019,12,12,E,12306网购火车票业务办理时间延长,Social affairs,1,,,,,
12/12/2019,2019,12,12,E,中国影视明星社会责任研究报告,Social affairs,1,,,,,
12/12/2019,2019,12,12,E,中央军委举行晋升上将军衔仪式,Patriotic acts/festivals,1,,,,,
12/13/2019,2019,12,13,M,韩国结婚五年内夫妻四成无子女,International news (non-China),1,,,,,
12/13/2019,2019,12,13,M,司机突发心梗女乘客拦警车求助,Role model,1,,,,,
12/13/2019,2019,12,13,M,南京全城鸣笛致哀,Patriotic acts/festivals,1,,,,,
12/13/2019,2019,12,13,M,国家公祭日,Patriotic acts/festivals,1,,,1,1,
12/13/2019,2019,12,13,M,厦门吕厝地面发生塌陷,Social affairs - disaster,1,,,,,
12/13/2019,2019,12,13,M,法学毕业生偷车给民警普法被怼,Crime & court,1,,,,,
12/13/2019,2019,12,13,M,90后小伙跳水救轻生姑娘遇难,Social affairs,1,,,,,
12/13/2019,2019,12,13,M,登记在册在世幸存者仅剩78位,Social affairs - trends,1,,,,,
12/13/2019,2019,12,13,M,中央定调2020年楼市,Social affairs - economics,1,1,,,,
12/13/2019,2019,12,13,M,初中生因压力大晕倒在站台,Social affairs,1,,,,,
12/13/2019,2019,12,13,M,乘客万米高空突发癫痫被医生救治,Social affairs,1,,,,,
12/13/2019,2019,12,13,M,首相约翰逊赢得英国大选,International news (non-China),1,,,,,
12/13/2019,2019,12,13,M,候补购票兑现率达74%,Social affairs - trends,1,,,,,
12/13/2019,2019,12,13,M,72岁老兵徒步万里寻妻,Bizzare,1,,,,,
12/13/2019,2019,12,13,M,南京大屠杀遇难同胞丛葬地电子地图,Social affairs,1,,,,,
12/13/2019,2019,12,13,E,朵朵已成功转院,Social affairs,1,,,1,1,
12/13/2019,2019,12,13,E,故宫考古最新发现,Social affairs,1,,,,,
12/13/2019,2019,12,13,E,日本将5G定为国家战略,International news (non-China),1,,,,,
12/13/2019,2019,12,13,E,香港市民请愿支持警察加薪,Hong Kong,1,,,,,
12/13/2019,2019,12,13,E,农民工怕弄脏公交坐地上,Social affairs,1,,,,,
12/13/2019,2019,12,13,E,日军慰安妇制度受害者陈美英去世,International news (non-China),1,,,,,
12/13/2019,2019,12,13,E,82年前的南京,Social affairs,1,,,,,
12/13/2019,2019,12,13,E,13岁少女烧国旗被判12个月感化令,Social scandal,0,,,,,
12/13/2019,2019,12,13,E,2025年5G渗透率达48%,Social affairs - trends,1,,,,,
12/13/2019,2019,12,13,E,福布斯2019全球最具影响力女性,International news (non-China),1,,,,,
12/14/2019,2019,12,14,M,故宫考古最新发现,Social affairs,0,,,,,
12/14/2019,2019,12,14,M,日本将5G定为国家战略,International news (non-China),1,,,,,
12/14/2019,2019,12,14,M,香港市民请愿支持警察加薪,Hong Kong,1,,,,,
12/14/2019,2019,12,14,M,农民工怕弄脏公交坐地上,Social affairs,1,,,,,
12/14/2019,2019,12,14,M,日军慰安妇制度受害者陈美英去世,International news (non-China),1,,,,,
12/14/2019,2019,12,14,M,82年前的南京,Social affairs,1,,,,,
12/14/2019,2019,12,14,E,人民日报批视频网站套路,Social affairs,1,1,,1,2,
12/14/2019,2019,12,14,E,香港5人涉嫌罗伯凶杀案被拘捕,Hong Kong,1,,,,,
12/14/2019,2019,12,14,E,90后救人遇难被追授见义勇为称号,Role model,1,,,,,
12/14/2019,2019,12,14,E,韩国单身家庭占三成,International news (non-China),1,,,,,
12/14/2019,2019,12,14,E,近六成90后有实质性负债,Social affairs - trends,1,,,,,
12/14/2019,2019,12,14,E,云南省高院原院长因孙小果案被处分,Government acts,1,,,,,
12/14/2019,2019,12,14,E,空军举行晋升将官军衔仪式,Patriotic acts/festivals,1,,,,,
12/14/2019,2019,12,14,E,一个手机app系统疑致数十人自杀,Crime & court,1,,,,,
12/15/2019,2019,12,15,M,日本女高中生靠捞金鱼考上大学,Bizzare,1,,,,,
12/15/2019,2019,12,15,M,浙江卫视代表出席高以翔追悼会,Social affairs - celebrity,0,,1,,,
12/15/2019,2019,12,15,M,联合国秘书长 气候变化或引发经济灾难,International affairs (non-China),1,,,,,
12/15/2019,2019,12,15,M,立陶宛机场违禁物品做成圣诞树,International news (non-China),1,,,,,
12/15/2019,2019,12,15,M,宜宾事故14名失联人员位置确认,Social affairs - disaster,1,,,,,
12/15/2019,2019,12,15,M,中国航天2020年硬核预告,Achievements,1,,,,,
12/15/2019,2019,12,15,M,香港5人涉嫌罗伯凶杀案被拘捕,Hong Kong,0,,,,,
12/15/2019,2019,12,15,M,大爷被骗后反套路保健品,Bizzare,1,,,,,
12/15/2019,2019,12,15,M,小学家长群聊喝酒遭女家长怼,Bizzare,1,,,,,
12/15/2019,2019,12,15,M,北京等地局地积雪将超7厘米,Social affairs - environment,1,,,,,
12/15/2019,2019,12,15,M,逾八成职场女性有过焦虑抑郁,Social affairs - trends,1,,,,,
12/15/2019,2019,12,15,E,武汉大学清退92名国际学生,Social affairs,1,,,,,
12/15/2019,2019,12,15,E,周一故宫闭馆,Social affairs,1,,,,,
12/15/2019,2019,12,15,E,孙小果母亲获刑20年继父获刑19年,Crime & court,0,,,2,1,
12/15/2019,2019,12,15,E,北京暴雪蓝色预警,Social affairs - environment,1,,,,,
12/15/2019,2019,12,15,E,军事绝密816地下核工程重见世人,Social affairs,1,,,,,
12/15/2019,2019,12,15,E,33岁援藏干部工作岗位离世,Role model,1,,,,,
12/15/2019,2019,12,15,E,情侣放烟花拍照引发山火,Social affairs,1,,,,,
12/15/2019,2019,12,15,E,驻香港部队武装直升机特技飞行,Patriotic acts/festivals,1,,,,,
12/15/2019,2019,12,15,E,涉孙小果案19人获刑,Crime & court,0,,,2,1,
12/15/2019,2019,12,15,E,暂不对原产美国部分进口商品加征关税,Social affairs - economics,1,,,,,
12/15/2019,2019,12,15,E,病毒学家田波院士逝世,Role model,1,,,,,
12/15/2019,2019,12,15,E,酒驾遇查掏出1.8万年后驾照,Bizzare,1,,,,,
12/15/2019,2019,12,15,E,谷歌地球首次披露拍摄范围,International news (non-China),1,,,,,
12/16/2019,2019,12,16,M,北京下雪,Social affairs - environment,1,,,1,2,
12/16/2019,2019,12,16,M,教师严重违规终身禁教,Government acts,1,,,1,1,
12/16/2019,2019,12,16,M,上海一男子持刀砍人警方开枪,Crime & court,1,,,,,
12/16/2019,2019,12,16,M,江苏实现市市通动车,Social affairs - local policy ,1,,,,,
12/16/2019,2019,12,16,M,2019年我国减贫人口将超1000万,Social affairs - trends,1,,,,,
12/16/2019,2019,12,16,M,武汉大学清退92名国际学生,Social affairs,0,,,,,
12/16/2019,2019,12,16,M,军事绝密816地下核工程重见世人,Social affairs,0,,,,,
12/16/2019,2019,12,16,M,警方悬赏30万通缉B级逃犯,Crime & court,1,,,,,
12/16/2019,2019,12,16,M,孙小果母亲获刑20年继父获刑19年,Crime & court,0,,,2,1,
12/16/2019,2019,12,16,M,82岁飞行员奶奶忆雄县救灾,Role model,1,,,,,
12/16/2019,2019,12,16,E,林郑月娥,Hong Kong,1,,,1,1,
12/16/2019,2019,12,16,E,央视发布新版七子之歌MV,Patriotic acts/festivals,1,1,,1,2,
12/16/2019,2019,12,16,E,不法分子听了发抖的交响乐,Leisure,1,,,1,1,
12/16/2019,2019,12,16,E,台湾地震,Social affairs - environment,1,,,,,
12/16/2019,2019,12,16,E,NASA将送首位女宇航员登月,International news (non-China),1,,,,,
12/16/2019,2019,12,16,E,广州化工厂火灾,Social affairs - disaster,1,,,,,
12/17/2019,2019,12,17,M,45岁能被妈妈打是很幸福的,Social affairs,1,,,2,1,
12/17/2019,2019,12,17,M,官方致歉火车站扶梯长期未使用,Social affairs,1,1,,,,
12/17/2019,2019,12,17,M,中国武警第一条微博的评论,Role model,1,1,,,,
12/17/2019,2019,12,17,M,单人家庭将成韩国主流,International news (non-China),1,,,,,
12/17/2019,2019,12,17,M,国内首家千亿酒企,Social affairs - economics,1,,,,,
12/17/2019,2019,12,17,M,央视发布新版七子之歌MV,Patriotic acts/festivals,0,1,,1,2,
12/17/2019,2019,12,17,M,贵州发生煤矿事故14人死亡,Social affairs - disaster,1,,,,,
12/17/2019,2019,12,17,M,波音暂时停产737MAX,International news (non-China),1,,,,,
12/17/2019,2019,12,17,E,999皮炎平在吐槽大会违法植入广告,Social affairs - consumer rights,1,,,,,
12/17/2019,2019,12,17,E,拼多多被曝售卖假洋酒,Social affairs - consumer rights,1,,,,,
12/17/2019,2019,12,17,E,怡口蓮把怡口莲告了,Social affairs - consumer rights,1,,,,,
12/17/2019,2019,12,17,E,爱奇艺回应超前点播争议,Social affairs - consumer rights,1,,1,,,
12/17/2019,2019,12,17,E,我国首艘国产航空母舰交付海军,Achievements,1,,,,,
12/17/2019,2019,12,17,E,中国数字一线城市出炉,Social affairs - trends,1,,,,,
12/17/2019,2019,12,17,E,咖啡可能成奢侈品,Social affairs - trends,1,,,,,
12/17/2019,2019,12,17,E,医院致歉幼儿输液管中有虫,Social scandal,1,,,,,
12/17/2019,2019,12,17,E,欧洲买家收到中国造MacPro,International news (China related),1,,,,,
12/17/2019,2019,12,17,E,乌克兰人把一半钱用在吃喝上,International news (non-China),1,,,,,
12/17/2019,2019,12,17,E,没有暴力的香港是什么样,Hong Kong,1,,,,,
12/18/2019,2019,12,18,M,腾讯爱奇艺修改超前点播规则,Social affairs - consumer rights,0,,1,,,
12/18/2019,2019,12,18,M,4万吨中央储备冻猪肉将投放,Social affairs - economics,1,,,,,
12/18/2019,2019,12,18,M,四川资中5.2级地震,Social affairs - disaster,1,,,,,
12/18/2019,2019,12,18,M,341万人报名2020年研考,Social affairs - trends,1,,,,,
12/18/2019,2019,12,18,M,北京澳门大学生隔空合唱七子之歌,Patriotic acts/festivals,1,,,1,1,
12/18/2019,2019,12,18,M,日本性别平等排名跌至历史最低,International news (non-China),1,,,,,
12/18/2019,2019,12,18,M,三星手机彻底退出中国制造,International news (China related),1,,,,,
12/18/2019,2019,12,18,M,AirPods Pro美国全网脱销,International news (non-China),1,,,,,
12/18/2019,2019,12,18,M,拼多多回应商家售假酒,Social affairs - consumer rights,1,,1,,,
12/18/2019,2019,12,18,M,四川煤矿事故被困13人全部救出,Social affairs - disaster,0,,1,1,1,
12/18/2019,2019,12,18,M,有虫输液管涉事厂家曾多次违法,Social affairs - consumer rights,0,,1,,,
12/18/2019,2019,12,18,M,日本公司允许每周休假4天,International news (non-China),1,,,,,
12/18/2019,2019,12,18,M,今年平均每人花44元看电影,Social affairs - trends,1,,,,,
12/18/2019,2019,12,18,M,美国34%家庭租房,International news (non-China),1,,,,,
12/18/2019,2019,12,18,E,腾讯因超前点播被起诉,Social affairs - consumer rights,0,,,,,
12/18/2019,2019,12,18,E,7个月大婴儿就任美国名誉市长,International news (non-China),1,,,,,
12/18/2019,2019,12,18,E,二维码之父首谈中国使用超日本,International news (non-China),1,,,,,
12/18/2019,2019,12,18,E,沈阳市公安局回应在校大学生被伤害,Social affairs,1,,1,,,
12/18/2019,2019,12,18,E,外交部回应美成立太空部队,International affairs (non-China),1,,,,,
12/18/2019,2019,12,18,E,浙工大屏峰校区学生宿舍着火,Social scandal,1,,,,,
12/18/2019,2019,12,18,E,张朝阳谈视频会员加价,Social affairs - consumer rights,0,,1,,,
12/18/2019,2019,12,18,E,货车追尾轿车导致5死1伤,Social affairs - disaster,1,,,,,
12/18/2019,2019,12,18,E,13名被困矿工靠一盒剩饭撑到获救,Social affairs - disaster,0,,,,,
12/19/2019,2019,12,19,M,地震时幼儿园老师抓起娃就跑,Role model,0,,,,,
12/19/2019,2019,12,19,M,漠河冻梨变铁锤,Social affairs - environment,1,,,,,
12/19/2019,2019,12,19,M,学霸寝室6人获15个名校offer,Role model,1,,,,,
12/19/2019,2019,12,19,M,韩国国务总理秘书室突遭搜查,International news (non-China),1,,,,,
12/19/2019,2019,12,19,M,香港取消跨年烟花汇演,Hong Kong,1,,,,,
12/19/2019,2019,12,19,M,农历小年火车票,Social affairs - trends,1,,,,,
12/19/2019,2019,12,19,M,美众议院决定弹劾特朗普,International news (non-China),1,,,1,1,
12/19/2019,2019,12,19,M,3名英国女议员带宝宝宣誓入职,International news (non-China),1,,,,,
12/19/2019,2019,12,19,M,央行14天期逆回购利率下降,Social affairs - economics,1,,,,,
12/19/2019,2019,12,19,M,新能源车退役电池达20万吨,Social affairs - trends,1,,,,,
12/19/2019,2019,12,19,M,明年起饲料禁止添加抗生素,Social affairs - local policy ,1,,,,,
12/19/2019,2019,12,19,E,地震瞬间丈夫一把拉回怀孕妻子,Role model,0,,,,,
12/19/2019,2019,12,19,E,庆祝澳门回归祖国20周年文艺晚会,Patriotic acts/festivals,1,,,1,1,
12/19/2019,2019,12,19,E,香榭丽舍大街拟2.5亿欧元翻修,International news (non-China),1,,,,,
12/19/2019,2019,12,19,E,特朗普回应遭弹劾,International news (non-China),1,,1,,,
12/19/2019,2019,12,19,E,德国反对将华为排除在5G建设之外,International news (non-China),1,,,,,
12/19/2019,2019,12,19,E,77名驻澳门部队官兵摆出莲花图案,Patriotic acts/festivals,1,,,,,
12/19/2019,2019,12,19,E,沈阳铁路开行雪国列车,Social affairs,1,,,,,
12/20/2019,2019,12,20,M,庆祝澳门回归祖国20周年大会,Patriotic acts/festivals,0,,,,,
12/20/2019,2019,12,20,M,滴滴顺风车将在北京等5城市试运营,Social affairs - economics,1,,,,,
12/20/2019,2019,12,20,M,法院直播催老赖还钱,Social affairs,1,,,,,
12/20/2019,2019,12,20,M,澳门金莲花广场升旗仪式,Patriotic acts/festivals,0,,,1,1,
12/20/2019,2019,12,20,M,不扫门前垃圾获百斤重垃圾桶,Social affairs - local policy ,1,,,,,
12/20/2019,2019,12,20,M,英国发明新款马桶缩短员工如厕时间,International news (non-China),1,,,,,
12/20/2019,2019,12,20,M,北京外卖垃圾分类,Social affairs - local policy ,1,,,,,
12/20/2019,2019,12,20,M,獐子岛回应外来贝质疑,Social affairs - consumer rights,1,,1,,,
12/20/2019,2019,12,20,M,全球男性吸烟者数量首次下降,International news (non-China),1,,,,,
12/20/2019,2019,12,20,M,手机能读取电子护照了,Social affairs - local policy ,1,,,,,
12/20/2019,2019,12,20,M,12项资格考试报名可无证明办理,Social affairs - local policy ,1,,,,,
12/20/2019,2019,12,20,E,香港已有80名教师被捕,Hong Kong,1,,,,,
12/20/2019,2019,12,20,E,相亲中最受欢迎的女生职业,Social affairs - trends,1,,,,,
12/20/2019,2019,12,20,E,兵马俑坑内浇水,Social scandal,1,,,,,
12/20/2019,2019,12,20,E,未达刑责年龄未成年人不能一放了之,Crime & court,1,,,,,
12/20/2019,2019,12,20,E,不放过任何一个侵害未成年人犯罪案件,Crime & court,1,,,,,
12/20/2019,2019,12,20,E,酒鬼酒被举报非法添加甜蜜素,Social affairs - consumer rights,1,,,,,
12/20/2019,2019,12,20,E,2.67亿Facebook用户信息被公开,International news (non-China),1,,,,,
12/20/2019,2019,12,20,E,17款APP自动续费不通知,Social affairs - consumer rights,1,,,,,
12/20/2019,2019,12,20,E,社保卡持卡人数超13亿,Social affairs - trends,1,,,,,
12/20/2019,2019,12,20,E,近六成快递小哥曾自行赔付,Social affairs - trends,1,,,,,
12/21/2019,2019,12,21,M,明年将制定个人信息保护法,Social affairs - local policy ,1,,,,,
12/21/2019,2019,12,21,M,澳洲人给猫头鹰浇水降温,International news (non-China),1,,,,,
12/21/2019,2019,12,21,M,巴黎圣母院今年不庆祝圣诞节,International news (non-China),1,,,,,
12/21/2019,2019,12,21,M,香港已有80名教师被捕,Hong Kong,0,,,,,
12/21/2019,2019,12,21,M,不放过任何一个侵害未成年人犯罪案件,Crime & court,0,,,,,
12/21/2019,2019,12,21,M,气候变化致所罗门11岛消失,International news (non-China),1,,,,,
12/21/2019,2019,12,21,M,气泡屏障阻挡海洋垃圾,International news (non-China),1,,,,,
12/21/2019,2019,12,21,M,俄军用3D打印机修战斗机,International news (non-China),1,,,,,
12/21/2019,2019,12,21,E,22岁女孩去世捐献器官让3人新生,Role model,1,,,,,
